irrT,skew_RL,skew_NL,skew_k,vc_RL,vc_NL,vc_k,percentile_5_RL,percentile_5_NL,percentile_5_k,percentile_95_RL,percentile_95_NL,percentile_95_k,mean_RL,mean_NL,mean_k,kurt_RL,kurt_NL,kurt_k,median_RL,median_NL,median_k,max_RL,max_NL,max_k,min_RL,min_NL,min_k,samp_RL,samp_NL,samp_k,var_RL,var_NL,var_k,sigma_RL,sigma_NL,sigma_k,nsen_RL_damage,nsen_NL_damage,nsen_k_damage,sen_RL_damage,sen_NL_damage,sen_k_damage,pear_RL_damage,pear_NL_damage,pear_k_damage,cov_RL_damage,cov_NL_damage,cov_k_damage,vsen_RL_damage,vsen_NL_damage,vsen_k_damage
670,-1.9569104072470238,-3.1622763316601934,2.91867928266,0.383815253368,0.316223069778,0.49326306412,3.92948394371,1.32438648514e-06,1.25961663045,13.8127692912,2.42906721898e-06,2.89972932609,10.4647688146,2.2079830446e-06,1.66580726792,2.694590641332452,6.99999534971238,6.07596291301,11.5571741966,2.42883729521e-06,1.37974614427,14.0033548535,2.42908322091e-06,3.95132690453,0.498853707512,2.20828038419e-07,1.25179366973,10.0,10.0,10.0,16.132576654,4.87504432529e-13,0.675159989845,4.01653789401,6.98215176382e-07,0.821681197208,0.286670321263,0.660178732426,0.817752387864,12.5571675733,1.54569059433e-06,-2.17212660335,0.9406247972397814,0.6660546770426896,-0.795350188166,1.13669747368,1.39918702479e-07,-0.196624820694,5.26050268162,2.5560664401e-06,2.38869911299
680,-2.0136664983395094,-3.1622763925320228,2.93306633578,0.381597397435,0.299669193587,0.493721902327,4.20375923899,1.24599341123e-06,1.26128082002,14.4982088313,2.19762263881e-06,2.89070959564,11.0430822335,2.00716785422e-06,1.66319489708,2.8856439508074994,6.999995562841546,6.132562879,12.202201839,2.19742155099e-06,1.3782873953,14.6921437442,2.19763679187e-06,3.95059980633,0.499368565894,2.95307811111e-07,1.25361449897,10.0,10.0,10.0,17.757892416,3.61785856026e-13,0.674296763339,4.21401143995,6.0148637227e-07,0.821155748527,0.274166957574,0.595242207782,0.766365231827,13.1045560729,1.3315441886e-06,-2.16114052037,0.935627990150914,0.6660493270849196,-0.791833864129,1.18624806866,1.2053378331e-07,-0.195630340634,5.3090925192,2.09503984211e-06,2.23508380736
690,-2.064851608335373,-3.16227637658239,2.94491334434,0.379642913882,0.279614535398,0.493371576602,4.47379950708,1.18314824298e-06,1.26412317073,15.1642178662,1.99319372702e-06,2.88352846255,11.6056376972,1.83107083171e-06,1.66240083488,3.060485299729395,6.999995507034333,6.17924136391,12.828468428,1.99301555452e-06,1.37881166573,15.3615780937,1.9932064132e-06,3.9498342785,0.500068700847,3.73910463345e-07,1.25655965654,10.0,10.0,10.0,19.4128193703,2.62137876402e-13,0.672697399067,4.40599811284,5.11994019889e-07,0.820181320847,0.262999263469,0.53361929966,0.720764990876,13.6327305402,1.13343641779e-06,-2.15060035651,0.9309259707797051,0.6660531347225649,-0.788908148155,1.23405937477,1.02600710324e-07,-0.194676225977,5.35227495462,1.71337153623e-06,2.10108831233
700,-2.1105859074306403,-3.162276298046485,2.95445430986,0.377939535278,0.258308304329,0.492334967064,4.73914832998,1.12734769629e-06,1.26796233341,15.814008094,1.81183207643e-06,2.87814635983,12.1541079829,1.67483346448e-06,1.66321555674,3.2187554121271784,6.999995232131525,6.21692024844,13.4378803177,1.81167220874e-06,1.38103960006,16.0148994943,1.81184356874e-06,3.94916253883,0.501013590961,4.43565846231e-07,1.26045664616,10.0,10.0,10.0,21.1004069068,1.87162999517e-13,0.670530350687,4.59351792277,4.32623392244e-07,0.818859176347,0.253158004647,0.478767678853,0.680256819212,14.1463295306,9.57744511951e-07,-2.1407098289,0.9265630085090859,0.6660644831281799,-0.786547917137,1.28055128239,8.66967618937e-08,-0.193780917566,5.3954743125,1.4060842012e-06,1.9839755571
710,-2.1508529297588557,-3.1622761687768364,2.96161206004,0.376483325808,0.237667632755,0.490651559794,4.99684307275,1.07348082751e-06,1.27276927192,16.4449128314,1.65079779476e-06,2.87474511312,12.6859601238,1.53524260559e-06,1.66560751003,3.3591955056948697,6.999994779623899,6.24528328111,14.0284552535,1.65065317243e-06,1.3848471976,16.6492969039,1.65080826104e-06,3.94866197619,0.502279178169,4.96783234901e-07,1.26528554859,10.0,10.0,10.0,22.8106770862,1.33135572328e-13,0.667869650111,4.77605245848,3.64877475775e-07,0.817232922802,0.244429873362,0.431599048368,0.6439978886,14.6453170583,8.0778865268e-07,-2.13168762551,0.9225847941421569,0.6660813838448578,-0.78479153939,1.32572053405,7.31224868511e-08,-0.192964211431,5.43741523173,1.16190967362e-06,1.88092720777
720,-2.1847580001764406,-3.1622759641403873,2.96647965657,0.375311534402,0.218224374314,0.488395793984,5.2510004786,1.01855519529e-06,1.27829232553,17.0793095684,1.50445063405e-06,2.87322352448,13.2150587711,1.40718725795e-06,1.66943430921,3.479363560477392,6.999994063278841,6.26479307373,14.6139927478,1.50431746383e-06,1.3901376598,17.2880365483,1.5044603392e-06,3.94833931616,0.503961294418,5.3321509869e-07,1.27078146385,10.0,10.0,10.0,24.5992587829,9.42996979858e-14,0.664786971588,4.9597639846,3.07082558908e-07,0.815344694953,0.301331876996,0.39605510439,0.612555855373,15.1519892916,6.79863942492e-07,-2.12371882231,0.9191475767099377,0.6661061753212582,-0.783668461043,1.37158541912,6.15425111884e-08,-0.192242860982,6.98279111228,9.77287589147e-07,1.79320485068
730,-2.2175244949770843,-3.162275717874873,2.97030472576,0.374172074252,0.200233129542,0.485698155931,5.49876742124,9.65396314947e-07,1.28478918946,17.6858425603,1.3751031494e-06,2.87290923987,13.7262317051,1.2930848232e-06,1.67432588127,3.5943423738679883,6.999993201177453,6.28013202748,15.1819143358,1.37498145244e-06,1.39641792359,17.8977909679,1.37511203382e-06,3.94816502454,0.506179352815,5.56190199483e-07,1.2772541077,10.0,10.0,10.0,26.3782144325,6.70387486886e-14,0.661321877638,5.13597258876,2.58918420914e-07,0.813216992959,0.291829083524,0.359957186183,0.581611543914,15.6315981227,5.7325453955e-07,-2.11578776827,0.9157085861453905,0.6661333164630655,-0.782784575509,1.41500047617,5.18920356104e-08,-0.191524927655,7.02416608331,8.16192758867e-07,1.70760682968
740,-2.2447146567838128,-3.1622753967803163,2.9724196923,0.373254026242,0.18343358207,0.482635978321,5.73889663913,9.14146391854e-07,1.29169237408,18.2843207794,1.25973856901e-06,2.87398076985,14.2255187041,1.19054900635e-06,1.68019230572,3.6911739272030113,6.999992077105711,6.28890051767,15.7346638521,1.25962590601e-06,1.40370399871,18.5005557477,1.25974686943e-06,3.94811086828,0.509079726141,5.69009769195e-07,1.28408292471,10.0,10.0,10.0,28.1932553104,4.76927371377e-14,0.657593285439,5.3097321317,2.18386668864e-07,0.810921257237,0.283567454355,0.33267127355,0.554819980455,16.1090493423,4.8353982856e-07,-2.10877056212,0.9127963653582226,0.6661664102844425,-0.782397128274,1.45822022234,4.37708980419e-08,-0.190889717489,7.07358163838,6.94508319377e-07,1.63465444228
750,-2.2675879071448217,-3.1622749384907958,2.97285724643,0.37250833641,0.167434392811,0.479154521225,5.97485305351,8.63947372436e-07,1.29923313926,18.8849474067,1.15444237934e-06,2.87652085105,14.722831145,1.09627698265e-06,1.68715149995,3.7731115213829582,6.999990472698723,6.29119273602,16.2846562152,1.15433702811e-06,1.41207546788,19.1056364587,1.1544501672e-06,3.94816114125,0.512838981641,5.73871919974e-07,1.29153050341,10.0,10.0,10.0,30.0783947753,3.36922438029e-14,0.653520696073,5.48437733707,1.83554470942e-07,0.808406269194,0.27612557954,0.309685217562,0.530569067003,16.5933415977,4.06442556684e-07,-2.10246575362,0.9102970362460795,0.6662094821409537,-0.782484710055,1.50205923142,3.67919138357e-08,-0.190318994843,7.12874116529,5.95327090791e-07,1.56967912789
760,-2.288444621588827,-3.1622743778859697,2.97256936715,0.371810644345,0.15248841735,0.475417466706,6.20546497121,8.16505540851e-07,1.30728969465,19.4691956068,1.06070631415e-06,2.8798163935,15.2068153485,1.01180421053e-06,1.69479753335,3.847986727800744,6.999988510035569,6.29069458752,16.8198259145,1.06060791648e-06,1.42114201523,19.6942680723,1.0607136168e-06,3.94830429619,0.517665635858,5.72691782913e-07,1.29947948064,10.0,10.0,10.0,31.9683471383,2.38049173892e-14,0.649211065526,5.65405581316,1.54288422732e-07,0.805736349885,0.26904291232,0.28878682544,0.507732164228,17.063064356,3.41663639429e-07,-2.09630683428,0.9079742663307022,0.6662573695262825,-0.782777791931,1.54457938332,3.09280093237e-08,-0.189761478349,7.17422020398,5.12375946733e-07,1.50892402816
770,-2.3062302436033137,-3.162273605939591,2.97115912947,0.371215076719,0.138188930484,0.471431115538,6.43208430661,7.71250293366e-07,1.31578532995,20.0520123414,9.7572656596e-07,2.88410454753,15.6871572908,9.34773161025e-07,1.70316773484,3.912028226799463,6.999985807357925,6.28586793223,17.3507798944,9.75634120691e-07,1.43091167817,20.2815692707,9.75733438116e-07,3.94853285662,0.523800882713,5.67133928266e-07,1.30785581856,10.0,10.0,10.0,33.9109311707,1.66862590001e-14,0.644690587322,5.82330929719,1.29175303368e-07,0.802926265184,0.26253771717,0.269853873643,0.48676268223,17.5348732686,2.86077468693e-07,-2.09061239058,0.9059607365235509,0.666316805014473,-0.783383568139,1.58728837768,2.58962488189e-08,-0.189246007026,7.2218893565,4.42333432861e-07,1.45374947684
780,-2.3215581989385483,-3.1622725820009894,2.9689756214,0.370684866938,0.124717411912,0.467311456839,6.65444383536,7.28553926634e-07,1.32455416367,20.628958649,8.99376205431e-07,2.8890644267,16.16098429,8.65156970624e-07,1.71200615208,3.967374071313982,6.999982222253189,6.2780671572,17.874236948,8.99289043054e-07,1.4411300454,20.8634347905,8.99382718612e-07,3.94884944414,0.531515748485,5.58067925049e-07,1.3164842061,10.0,10.0,10.0,35.8876754874,1.16424398395e-14,0.640064144083,5.99063231115,1.07900138274e-07,0.800040089047,0.256524024645,0.252353552936,0.46748005954,18.003667354,2.38985839426e-07,-2.08527004276,0.9042008645104412,0.6663873891101145,-0.784200576226,1.62972446443,2.16334295401e-08,-0.188762408059,7.26960356224,3.82841676742e-07,1.40340586257
790,-2.334615189153468,-3.1622711556105356,2.96594171999,0.370211545439,0.111866866773,0.463018594716,6.87474156833,6.87837187047e-07,1.33369189628,21.2075839611,8.29780091588e-07,2.89478402916,16.634177541,8.01339686382e-07,1.7214170722,4.014631532419699,6.9999772277450045,6.26699566811,18.3966253753,8.2969755809e-07,1.45191714566,21.446894693,8.29786264179e-07,3.94926007066,0.541105965624,5.46210351303e-07,1.32547966653,10.0,10.0,10.0,37.9229909271,8.03593198071e-15,0.63528569554,6.15816457454,8.96433599365e-08,0.797048113692,0.250915016532,0.235946840469,0.449537162852,18.4760936341,1.98575232571e-07,-2.08024216603,0.9026834205139191,0.6664745288104414,-0.785246409554,1.67248934401,1.79753884689e-08,-0.188307275582,7.31885023998,3.31547450464e-07,1.35695854701
800,-2.345583527832282,-3.1622692485154458,2.96219666118,0.369774133578,0.0999223307892,0.458611076601,7.08962278714,6.49623025586e-07,1.34310715966,21.7756247588,7.67318456279e-07,2.90110986295,17.0971274387,7.43730237698e-07,1.73128076682,4.0544987631213445,6.999970549583823,6.25320560899,18.9074514719,7.67240158184e-07,1.46314098034,22.0200628124,7.67324328894e-07,3.94977347175,0.552883214916,5.32225453248e-07,1.33473526387,10.0,10.0,10.0,39.9686384423,5.52275769486e-15,0.630411443995,6.32207548533,7.43152588292e-08,0.793984536371,0.245695018106,0.220832846543,0.432905677677,18.940835503,1.6464625128e-07,-2.07550206701,0.9013968951032458,0.6665772000278636,-0.786480082194,1.71455861681,1.49040758426e-08,-0.187878193264,7.36604510887,2.88000992348e-07,1.31424296473
810,-2.354891958784582,-3.1622665888028205,2.95788309953,0.369357012136,0.0886827094013,0.454124653829,7.30356768129,6.13340253784e-07,1.35277576945,22.3445334616,7.10406924173e-07,2.9079250932,17.5594540922,6.90946870265e-07,1.74152288108,4.0884571185488126,6.999961235174403,6.23724819118,19.4172445493,7.10332426301e-07,1.4747363143,22.5939649149,7.1041250593e-07,3.9504012486,0.567153656784,5.16555210588e-07,1.34424639046,10.0,10.0,10.0,42.0644017526,3.75463058919e-15,0.625472945549,6.48570749823,6.12750405075e-08,0.790868475506,0.240779804501,0.206158277182,0.417351603664,19.4073540598,1.35781034388e-07,-2.07097532211,0.9002965235223901,0.6667025377733079,-0.787856752604,1.75678871861,1.22911443095e-08,-0.187468424145,7.41388665563,2.49781520511e-07,1.27451850713
820,-2.3632453686699515,-3.1622628416835923,2.95315668295,0.36892788573,0.0782098507204,0.449547991603,7.51856573566,5.7862381239e-07,1.36278468136,22.9161852368,6.58218436307e-07,2.91517584611,18.0237013285,6.42255026621e-07,1.75216720954,4.118886744309111,6.999948111236648,6.21970788121,19.9288941197,6.58147453103e-07,1.48674659802,23.1710582963,6.58223775958e-07,3.95115480414,0.584251864363,4.99296212993e-07,1.35407985523,10.0,10.0,10.0,44.2151324281,2.52312018418e-15,0.62044490233,6.64944602415,5.02306697565e-08,0.787683249999,0.235993122085,0.191762934161,0.402418870421,19.8752886872,1.11333054721e-07,-2.06648127307,0.8992999781611548,0.6668555328005925,-0.789326104653,1.79914700568,1.00780690629e-08,-0.187061614714,7.45861521302,2.15966829626e-07,1.23642779937
830,-2.3696586665195505,-3.162257660032917,2.9478061893,0.368520780294,0.0687747308251,0.444951426665,7.72958244268,5.45908288082e-07,1.37291055606,23.4820148,6.11103172161e-07,2.92288473108,18.4809579762,5.98021688209e-07,1.76309458906,4.1425218553924195,6.999929960801618,6.19979486015,20.4324200847,6.11035324605e-07,1.49900949151,23.7422581468,6.11108277727e-07,3.95204596277,0.604428778591,4.80967323952e-07,1.36403055463,10.0,10.0,10.0,46.3845046555,1.69157659645e-15,0.615426839431,6.81061705395,4.11287806342e-08,0.784491452746,0.231593800215,0.17891678585,0.388722816161,20.3396898207,9.11842710083e-08,-2.0623316425,0.8985338993796624,0.6670381893243938,-0.790946104596,1.8411854345,8.25416479385e-09,-0.186685982665,7.50526935838,1.87621626732e-07,1.20179535114
840,-2.3750451408233664,-3.1622503011873526,2.94201601421,0.368102098536,0.0601391151098,0.440343054925,7.93915591432,5.1499660358e-07,1.3832452734,24.045431763,5.6816431229e-07,2.93099101283,18.9360994423,5.57490150224e-07,1.7742778746,4.162172146813385,6.999904179984268,6.17815996767,20.9336933704,5.68099454651e-07,1.51149704783,24.3112138169,5.68169207903e-07,3.95307968216,0.627906777613,4.62070957244e-07,1.37418298798,10.0,10.0,10.0,48.5867262975,1.12405733631e-15,0.610415532281,6.97041794281,3.35269643169e-08,0.781290939587,0.227354905749,0.165926060163,0.375700135055,20.8018626909,7.43554520477e-08,-2.05833600512,0.8978835373000954,0.6672601496110104,-0.792647484008,1.88302215691,6.73078972652e-09,-0.186324290358,7.54935294753,1.6220591031e-07,1.16890135703
850,-2.3796306455965768,-3.1622396357559674,2.93602990818,0.367666797366,0.0523690254817,0.435797441396,8.15339693319,4.85293932619e-07,1.39363210583,24.6221523901,5.28485677364e-07,2.93925762755,19.4014712412,5.19808384715e-07,1.78553197357,4.178853669826843,6.999866807923741,6.15576895729,21.4462880354,5.28423497915e-07,1.52401890672,24.893415824,5.28490366704e-07,3.95426065346,0.654923068694,4.42333865669e-07,1.38439586147,10.0,10.0,10.0,50.8836378401,7.4102958263e-16,0.605486710264,7.13327679542,2.72218585447e-08,0.778130265614,0.22329244952,0.153172118685,0.363424826396,21.2746752575,6.03968706427e-08,-2.05446527557,0.8973264421720428,0.6675338089657611,-0.794370485999,1.92582200383,5.46723374334e-09,-0.185973904933,7.59667552793,1.39616862718e-07,1.13788166069
860,-2.3835990882784808,-3.1622257242188674,2.92983446597,0.367187051358,0.0457407591685,0.431205583513,8.36193555523,4.57682786442e-07,1.4042932569,25.1755928443,4.92965578732e-07,2.9477510268,19.8481872957,4.85871757453e-07,1.79709761524,4.193545636899989,6.999818051268518,6.13262994411,21.9371981025,4.9290606562e-07,1.53690184383,25.4525288325,4.92970084162e-07,3.95557627088,0.68553616587,4.22621014719e-07,1.39486560307,10.0,10.0,10.0,53.1149056347,4.9391253406e-16,0.600498721642,7.28799736791,2.22241430445e-08,0.774918525809,0.219321284946,0.142707263734,0.351632990057,21.7244966764,4.93309922646e-08,-2.05052327055,0.8968465020734279,0.6678384660578165,-0.796132331211,1.96654065057,4.4655304593e-09,-0.185617067523,7.6333733766,1.215857307e-07,1.10809285938
870,-2.3860756571956907,-3.1622047192388036,2.92288761492,0.366726668404,0.0396447985166,0.426537437564,8.57483324795,4.3094415094e-07,1.41524140018,25.7485312738,4.59525981683e-07,2.95679432684,20.3082469731,4.53773772883e-07,1.8090995009,4.202931635762982,6.999744414999919,6.1066251373,22.4423236133,4.59468711514e-07,1.5502270471,26.0311084853,4.5953030747e-07,3.95701444766,0.719840920246,4.0257430566e-07,1.40562859908,10.0,10.0,10.0,55.4663846051,3.23631817387e-16,0.595441662831,7.44757575356,1.79897697981e-08,0.771648665411,0.215573066206,0.13271892418,0.340493565815,22.1928277765,3.99552986601e-08,-2.04681186394,0.8965495893769877,0.668229089805787,-0.798058851157,2.00893482706,3.61682575165e-09,-0.185281104297,7.67682799502,1.05605641351e-07,1.08015539265
880,-2.3880560815659826,-3.162176071924827,2.91579720302,0.366238225036,0.0344879902224,0.421967512269,8.78613201965,4.05920234513e-07,1.42619536603,26.3152877891,4.29200961009e-07,2.96591635968,20.7639806887,4.24510365094e-07,1.82106888576,4.210198908356215,6.999643955036042,6.08001798762,22.9431960709,4.29145916068e-07,1.56345595189,26.6036399313,4.29205122945e-07,3.95854382865,0.757775296935,3.82843102421e-07,1.41639369028,10.0,10.0,10.0,57.8293849931,2.14344513168e-16,0.5904875963,7.60456343212,1.46405093207e-08,0.768431907393,0.211935870261,0.123368112074,0.32990501121,22.6545182764,3.25384654023e-08,-2.04317470084,0.8963077413790294,0.6686786910767474,-0.799975552802,2.05072788444,2.94544061821e-09,-0.184951861729,7.71667053881,9.18345478651e-08,1.05348937876
890,-2.3894948511203102,-3.1621373602501093,2.90869816878,0.365724699879,0.0301006424084,0.417499113404,8.99783051261,3.82532538919e-07,1.43707085916,26.8797285877,4.01589427112e-07,2.97495632305,21.2172287248,3.97744886553e-07,1.83296080059,4.215709045223377,6.999508153824422,6.05341211505,23.440322704,4.01536427386e-07,1.57662159049,27.1738277996,4.01593433021e-07,3.96012765269,0.799223183263,3.63671309031e-07,1.42708474644,10.0,10.0,10.0,60.212394823,1.43337801449e-16,0.585622116343,7.75966460763,1.19723765999e-08,0.765259509149,0.208467477465,0.115596540084,0.319974591375,23.1121332533,2.66290967349e-08,-2.03955453341,0.8961355058202245,0.6691949706181136,-0.801868566838,2.09215201811,2.41051390038e-09,-0.184624157639,7.75607221819,8.06239952083e-08,1.02845085883
900,-2.3907716033921873,-3.1620852354688975,2.90157109579,0.365177590249,0.02633871149,0.413039918979,9.21213178533,3.6046359833e-07,1.44810629629,27.44467382,3.76117275975e-07,2.98397631507,21.6713170323,3.72954605792e-07,1.84497219091,4.220756243205826,6.999325226748308,6.0267551678,23.9377788577,3.76066224169e-07,1.58994195439,27.7445677856,3.76121133883e-07,3.96172537018,0.844029262862,3.4499790284e-07,1.4379344619,10.0,10.0,10.0,62.6294860712,9.64941533454e-17,0.580715880543,7.91387933135,9.8231437608e-09,0.762047164251,0.205029860156,0.108876576879,0.310327940616,23.5675022238,2.1868109511e-08,-2.03574934671,0.8959849920656598,0.669787969421492,-0.803746426851,2.13337283923,1.97954074357e-09,-0.184279705271,7.79143219839,7.1204150196e-08,1.00398119555
910,-2.3912964379203716,-3.162013546969599,2.89397368427,0.364632616293,0.0230838300306,0.408596763684,9.42559739958,3.39695302002e-07,1.45925191971,28.0116608957,3.52586495741e-07,2.99323905743,22.1265206287,3.49977476183e-07,1.85711372993,4.222763284431645,6.999073518076887,5.99822117705,24.4367390094,3.52537280048e-07,1.60336144727,28.3173673119,3.52590214551e-07,3.96329188628,0.892073381951,3.26985262706e-07,1.44889556182,10.0,10.0,10.0,65.0934486537,6.52673418794e-17,0.575793617494,8.06805110629,8.07882057477e-09,0.758810659844,0.201694591616,0.102668539961,0.301067095399,24.024935149,1.80035725016e-08,-2.03200775922,0.8959219686698575,0.6704823218317226,-0.805691053382,2.17478049327,1.62971587823e-09,-0.183941010017,7.82568305267,6.30075156145e-08,0.980430172785
920,-2.391566356108738,-3.1619224743885472,2.88624204382,0.36406908069,0.0204290107155,0.404152678121,9.64100995987,3.20086502667e-07,1.47055308902,28.579596048,3.3081508986e-07,3.00248572113,22.5826410231,3.28639688396e-07,1.86937650552,4.223932799380136,6.998753581137617,5.96922050625,24.9364059103,3.30767623267e-07,1.61692962797,28.8907044104,3.30818657199e-07,3.96479465017,0.943121170201,3.09532498406e-07,1.46002655479,10.0,10.0,10.0,67.5953866005,4.50748917822e-17,0.570800680597,8.22164135684,6.71378371578e-09,0.755513521121,0.198395429575,0.0978771857496,0.292057394424,24.4814682331,1.497849662e-08,-2.02807693415,0.8958917444278198,0.671239463857674,-0.807641798156,2.21610669206,1.35588054933e-09,-0.183585184638,7.85635806515,5.64048382993e-08,0.957370103321
930,-2.3906753749834073,-3.1618032106712626,2.87802489533,0.36353115784,0.018185791966,0.39973246357,9.8576934869,3.01608356591e-07,1.48182551283,29.1565175762,3.10596178123e-07,3.0118072101,23.0430354866,3.08769843919e-07,1.88171772929,4.221283896681058,6.998334378518923,5.93842919525,25.4399016372,3.10550170583e-07,1.63059850615,29.4744099249,3.1059965612e-07,3.96619543078,0.996999111175,2.92789276682e-07,1.47108972398,10.0,10.0,10.0,70.1718064223,3.15307422198e-17,0.565780263892,8.3768613706,5.61522414689e-09,0.75218366367,0.195330867438,0.0950751269431,0.283660206414,24.9469828611,1.25436166792e-08,-2.02424258242,0.8960109204218931,0.6720974991090947,-0.809683449409,2.25824591641,1.13547082228e-09,-0.183238092198,7.89269720942,5.14774075086e-08,0.935982580367
940,-2.390918719194325,-3.161655891157921,2.87017093004,0.362926744306,0.0162716343955,0.395343070601,10.0739334124,2.84528019811e-07,1.49331426002,29.7192097919,2.92108984864e-07,3.02089720384,23.4963624054,2.90565086715e-07,1.89401814249,4.222047713379261,6.997816187883149,5.90892376625,25.9368776814,2.92064702687e-07,1.64420858295,30.0429272365,2.92112339581e-07,3.96745249958,1.05340093679,2.77109758825e-07,1.48239544326,10.0,10.0,10.0,72.7175452432,2.23536895328e-17,0.560681893833,8.52745831085,4.72796885912e-09,0.748786948226,0.192014896998,0.0917526817576,0.274990498312,25.3945693265,1.05760169319e-08,-2.01984309228,0.8959790385556453,0.6730140526953124,-0.811588659753,2.29876225113,9.57360141761e-10,-0.18283984241,7.91134694455,4.67495108653e-08,0.913306813234
950,-2.390363271877986,-3.1614651689215076,2.86226420003,0.362343759587,0.0145966758353,0.391085867197,10.2934115116,2.68586762335e-07,1.50451015386,30.2921579629,2.75005235105e-07,3.02969132998,23.9557378182,2.73694726448e-07,1.90605909441,4.220458771770569,6.997144905492224,5.87933098179,26.4385782829,2.74962354323e-07,1.65761417657,30.6221040958,2.75008485181e-07,3.96857225827,1.1120209034,2.62325443994e-07,1.4934067315,10.0,10.0,10.0,75.346082183,1.59602902674e-17,0.555670020353,8.68021210472,3.99503319979e-09,0.745432773865,0.188962857571,0.089716493822,0.267038680336,25.8516366022,8.95033328918e-09,-2.01551244717,0.89605425685247,0.6740551285757029,-0.81349259473,2.3401368059,8.10200324156e-10,-0.182447824598,7.93781319103,4.30579745762e-08,0.892535315274
960,-2.3891156396450186,-3.1612272312681604,2.85365799327,0.361782067222,0.0132085493772,0.386761902981,10.512251885,2.53477495386e-07,1.51597863553,30.8700841394,2.58960936445e-07,3.03879491264,24.4182244806,2.57838267388e-07,1.91840146822,4.216067688863693,6.996306724132058,5.84699044846,26.9444377844,2.58919388619e-07,1.67130851089,31.2057568393,2.5896407316e-07,3.969538276,1.17303470546,2.48146423632e-07,1.5047071825,10.0,10.0,10.0,78.0408940122,1.15985846488e-17,0.550511471411,8.8340757305,3.40566948613e-09,0.741964602532,0.185929854713,0.0883568390628,0.259191679322,26.3144493375,7.64278377175e-09,-2.0111071979,0.8962099696506909,0.67518949556482,-0.815508770857,2.38203145005,6.91838581789e-10,-0.182049053483,7.96119179322,3.99486787017e-08,0.871917568389
970,-2.3882756022450424,-3.16095915036938,2.84538374467,0.361190518348,0.012082459362,0.382518158633,10.7314265495,2.39526157883e-07,1.52738527394,31.4396799946,2.44269419835e-07,3.04751663683,24.8750982974,2.43295628135e-07,1.93056126457,4.2132377050227925,6.995361595560071,5.81597061411,27.4438175829,2.44229225882e-07,1.68484531832,31.7820514618,2.44272471239e-07,3.97034505605,1.23598554048,2.34930286522e-07,1.51591502242,10.0,10.0,10.0,80.7239292972,8.64130424704e-18,0.545344941695,8.98464964799,2.93960953989e-09,0.738474740052,0.182876810328,0.0884268720655,0.25151188175,26.7661578441,6.6079484469e-09,-2.00635339229,0.8963167047796093,0.6763221333852768,-0.817425889225,2.42292091937,5.98163420367e-10,-0.181618730419,7.97697661067,3.77253643355e-08,0.851445725182
980,-2.386738594132926,-3.16061895771574,2.83673880892,0.36062536443,0.0110585276415,0.378316746955,10.9510966646,2.26467379114e-07,1.53876055242,32.0147692709,2.30576597735e-07,3.05621857248,25.3350341957,2.29730361707e-07,1.94271008197,4.207994164650958,6.994161242259846,5.78356372614,27.9458907377,2.30537585117e-07,1.69839412643,32.3631216903,2.30579552125e-07,3.9710065328,1.30079466417,2.22501045865e-07,1.52712059681,10.0,10.0,10.0,83.4748271372,6.45403636953e-18,0.540165846595,9.13645593965,2.54047955503e-09,0.734959758487,0.179955412127,0.0880085686729,0.244199746536,27.2242947266,5.72157363884e-09,-2.00161375185,0.8965106972801591,0.6776046694370608,-0.819395015824,2.46439229688,5.17927172888e-10,-0.181189689611,7.99468362621,3.54534276282e-08,0.831894164017
990,-2.3854143250366224,-3.1602319033468067,2.82823659719,0.36004521781,0.0102012495725,0.374188869222,11.1701745616,2.14378747072e-07,1.55008785239,32.5830284671,2.17972015187e-07,3.06466515634,25.7904348734,2.17229720428e-07,1.9547096717,4.20342280346788,6.992794243464372,5.75170188369,28.4430699973,2.17934201724e-07,1.71179256951,32.9374496409,2.17974877612e-07,3.97152114661,1.36732902181,2.10923925621e-07,1.53827649338,10.0,10.0,10.0,86.2246468302,4.91072067481e-18,0.534990725121,9.2857227414,2.21601459264e-09,0.731430601712,0.17702372409,0.0872982410966,0.23704250201,27.6741963452,5.00043661507e-09,-1.99663552778,0.8966767482994331,0.6789095426549581,-0.821300846765,2.50511820345,4.52648547887e-10,-0.180739051783,8.00580509516,3.3253672213e-08,0.812499980238
1000,-2.3842858397523607,-3.159797319110259,2.81962088517,0.359461540704,0.00950095309074,0.370024901011,11.393951577,2.02845397827e-07,1.56167710988,33.1617191904,2.06017058592e-07,3.07312754842,26.2548739588,2.05359804632e-07,1.96689482544,4.1994773735200015,6.991257889509326,5.71941377149,28.9499554844,2.05980383797e-07,1.72542913472,33.5223265697,2.06019835648e-07,3.97193024506,1.43558727032,1.99808004894e-07,1.54969324218,10.0,10.0,10.0,89.0686230233,3.80684533579e-18,0.529692931826,9.43761744421,1.95111387053e-09,0.727800063084,0.174000435646,0.0860690411944,0.229824769472,28.1312962121,4.41126424765e-09,-1.99132203361,0.8968172991990194,0.6802320026250814,-0.823201233883,2.54649570844,3.99315601767e-10,-0.180258064701,8.01078633101,3.0993975273e-08,0.792670773581
