x,y,z2,z1
1.34425606028,-2.75335036864,146.421078352,4.21745007928
0.620871611317,3.54367820978,88.1709758244,2.30913435513
3.92634152643,4.57246520081,398.839035776,0.826666108518
1.41341173472,0.213444273736,107.946420952,0.386447081579
-0.855701187592,-4.99781305436,526.215944061,4.63190896901
-4.90207586435,0.664694941525,318.891674165,7.92678827214
2.46493146696,0.150941923529,43.1438773611,1.40706483773
1.96538095757,2.70896024483,24.9177044074,0.356722195874
-0.746366578561,0.322854829794,160.818233102,0.287602227035
2.08862688325,2.06316464512,21.3544686358,0.172535810343
-0.382810948739,-3.11178019226,200.3194949,1.98393995545
4.3402300564,4.55172521052,479.602285906,0.801851234742
4.73232913756,0.731629402314,150.05483544,4.29994802216
4.19546000408,-2.63717259691,32.942597923,11.6954996615
3.40653911196,0.187325192426,13.2889991448,2.71999317131
0.254377258302,-0.667860811965,174.317927171,0.214340451054
-0.815080873625,-3.58669840465,219.327273542,2.11422254272
-0.563466266162,2.88976466467,61.3466135305,3.0353176078
1.7550185548,0.366934746356,83.1630116142,0.526721022941
0.832547462972,2.22607659344,66.7681669203,0.579032670552
-4.1536809828,-0.708198481171,144.213551657,3.20421613648
4.11441485144,4.43836184671,390.162747717,0.757735306421
-1.98647350468,1.75597047358,62.9141965493,3.50200304908
0.513810586537,-3.63288227204,251.510907568,4.39605149764
-1.59408136657,0.837154401428,120.394532771,1.48345622421
-1.54923258269,2.18080360377,55.5938603191,3.48228130762
3.49178585887,-1.66197648194,0.776931956042,6.67379858996
4.72692777396,-4.4430480477,352.738194871,21.0229200195
-0.779419735954,-3.36002574963,201.454678893,1.83623193873
-0.403333456582,2.20294083403,81.0570045936,1.73055228661
-1.50385145017,-1.89824253481,137.153982192,0.154628516739
-4.16782909985,4.77032388555,258.410100611,19.9762746973
2.62914438677,3.93882137931,124.198796673,0.860195199245
2.31960676082,-1.88764420033,57.6041994308,4.42710607906
4.93805130477,0.467196180361,195.264493418,5.28930338961
2.1914006507,-4.83091357859,464.960245802,12.3978945687
-2.78086378886,1.94748646276,37.5986425802,5.59626920317
3.30109125429,1.32030571958,5.30709718734,1.19445093353
-0.475780636881,3.55504666887,78.7601783485,4.15671098516
4.80455060485,-0.92404534014,126.337900195,8.35478608633
4.23295204743,-0.168470129177,53.0548647739,5.00832942681
4.77330468357,0.512024633473,155.062346276,4.81897397623
1.76328596816,3.657708808,84.2133654129,1.19108131766
-4.08778657883,-2.56327222045,30.3089925969,1.02340183874
0.582894737735,-0.0028330518405,154.880130019,0.0891339764647
0.652806287551,-2.53254997254,171.781999322,2.57195798913
-3.18275376181,-0.351166656555,102.683687142,2.12935731889
-3.75494141801,-3.53012190865,3.09859401124,0.543357429682
1.76278378739,1.22172621456,58.5225065896,0.162258823796
1.62256540885,0.540732009229,87.1125440856,0.339389433323
-3.56846036589,-4.8355914163,173.831431098,1.10768613831
-2.89062989827,-1.85278564385,61.9267865344,0.494280084156
0.602978778911,3.56518048527,89.8625445382,2.3673952538
0.297680125874,0.45302780472,151.589389854,0.0116688493013
2.05928655273,-0.657122716228,75.3341107268,1.86438046336
-3.74201612751,-3.11209010149,1.12903109683,0.568989421546
-3.2429293865,-1.19081461946,80.6817069599,1.24937461337
-0.597349627781,-1.81881327341,173.698931556,0.431371791048
0.877105352906,0.785462275563,119.527670576,0.0297409245985
-3.3027122841,-4.24848153006,78.8547714595,0.793825146839
4.9808973493,-1.44099309725,152.979255626,10.435478448
1.13880779039,4.04965425819,143.021777146,2.38745817408
-2.19191323435,3.75345056382,29.9391812487,8.86122166145
3.61127031236,1.80387449144,14.8033233105,1.10990784584
4.6253840671,-0.362695279848,105.661995266,6.40193904983
-4.94484266265,-3.62423620853,97.991187709,1.17029147867
-0.00531479134348,1.21759798523,126.195824317,0.388575220195
-1.31505772153,-4.64562181142,369.668379055,3.12846129417
-0.0345453538547,1.39856767524,117.956296586,0.532058807473
4.35379168236,-2.90857022347,59.2691448589,13.2063617635
-1.55201184483,2.62101013158,38.4740673005,4.36495567727
0.299174854369,-3.94827044777,299.77969267,4.64335688517
-3.55064565515,-3.53604674771,7.53502966778,0.502265374152
-1.13801660858,-4.16098311757,276.457862387,2.5653756096
-1.3105902137,-1.04915598548,158.722193022,0.072770985167
-0.6337642124,-2.79910965073,179.532237281,1.29002644642
3.86673062082,4.24778517085,289.550321372,0.694754307858
-1.13792369285,-2.78757140687,156.202540413,0.834429512875
